ZIP	Name	Rate
550010001	State, Washington Transit	7.375
550039999	State, Washington Transit	7.375
550050001	State, Anoka Transit	7.125
550059380	State, Anoka Transit	7.125
550059401	State, Isanti County	7.375
550059402	State, Anoka Transit	7.125
550059405	State, Anoka Transit	7.125
550059406	State, Isanti County	7.375
550059409	State, Isanti County	7.375
550059410	State, Anoka Transit	7.125
550059411	State, Isanti County	7.375
550059412	State, Anoka Transit	7.125
550059415	State, Anoka Transit	7.125
550059416	State, Isanti County	7.375
550059417	State, Isanti County	7.375
550059418	State, Anoka Transit	7.125
550059999	State, Anoka Transit	7.125
550060001	State, Isanti County	7.375
550062202	State, Isanti County	7.375
550062600	State, Pine	7.375
550062774	State, Pine	7.375
550062775	State, Kanabec County Transit	7.375
550062776	State, Pine	7.375
550062782	State, Pine	7.375
550062783	State, Kanabec County Transit	7.375
550062784	State, Pine	7.375
550062788	State, Pine	7.375
550063000	State, Isanti County	7.375
550063342	State, Isanti County	7.375
550063343	State, Kanabec County Transit	7.375
550063344	State, Isanti County	7.375
550063357	State, Isanti County	7.375
550063358	State, Kanabec County Transit	7.375
550063361	State, Kanabec County Transit	7.375
550063362	State, Isanti County	7.375
550063555	State, Isanti County	7.375
550063600	State, Pine	7.375
550063601	State, Chisago	7.375
550063641	State, Chisago	7.375
550063642	State, Isanti County	7.375
550063643	State, Isanti County	7.375
550063644	State, Chisago	7.375
550063645	State, Pine	7.375
550063646	State, Kanabec County Transit	7.375
550063647	State, Kanabec County Transit	7.375
550063648	State, Pine	7.375
550063649	State, Chisago	7.375
550063650	State, Chisago	7.375
550063651	State, Pine	7.375
550063653	State, Pine	7.375
550063654	State, Isanti County	7.375
550063655	State, Chisago	7.375
550063657	State, Chisago	7.375
550063658	State, Isanti County	7.375
550063659	State, Chisago	7.375
550063700	State, Kanabec County Transit	7.375
550063767	State, Kanabec County Transit	7.375
550063768	State, Isanti County	7.375
550063769	State, Kanabec County Transit	7.375
550063781	State, Kanabec County Transit	7.375
550063782	State	6.875
550063783	State, Kanabec County Transit	7.375
550063789	State, Kanabec County Transit	7.375
550063790	State, Isanti County	7.375
550063791	State, Kanabec County Transit	7.375
550063792	State, Isanti County	7.375
550063801	State, Isanti County	7.375
550063802	State, Kanabec County Transit	7.375
550063803	State, Kanabec County Transit	7.375
550064100	State, Isanti County	7.375
550064400	State, Pine	7.375
550064401	State, Isanti County	7.375
550064406	State, Isanti County	7.375
550064500	State, Pine	7.375
550064501	State, Pine	7.375
550064502	State, Isanti County	7.375
550064503	State, Pine	7.375
550064700	State, Isanti County	7.375
550069999	State, Isanti County	7.375
550070001	State, Pine	7.375
550071110	State, Pine	7.375
550072000	State, Kanabec County Transit	7.375
550072100	State, Pine	7.375
550072600	State, Pine	7.375
550074000	State, Kanabec County Transit	7.375
550074500	State, Kanabec County Transit	7.375
550074600	State, Pine	7.375
550074601	State, Kanabec County Transit	7.375
550074668	State, Kanabec County Transit	7.375
550074669	State, Pine	7.375
550074670	State, Kanabec County Transit	7.375
550074684	State, Kanabec County Transit	7.375
550074685	State, Pine	7.375
550074687	State, Pine	7.375
550074688	State, Kanabec County Transit	7.375
550074689	State, Pine	7.375
550074690	State, Kanabec County Transit	7.375
550074700	State, Pine	7.375
550074748	State, Pine	7.375
550074749	State, Kanabec County Transit	7.375
550074750	State, Kanabec County Transit	7.375
550074751	State, Pine	7.375
550074756	State, Pine	7.375
550074757	State, Kanabec County Transit	7.375
550074758	State, Pine	7.375
550075000	State, Pine	7.375
550075600	State, Kanabec County Transit	7.375
550075736	State, Kanabec County Transit	7.375
550075737	State, Pine	7.375
550075738	State, Kanabec County Transit	7.375
550075739	State, Kanabec County Transit	7.375
550075740	State, Pine	7.375
550075741	State, Pine	7.375
550075742	State, Kanabec County Transit	7.375
550075743	State, Kanabec County Transit	7.375
550075744	State, Pine	7.375
550075748	State, Kanabec County Transit	7.375
550075749	State, Pine	7.375
550075750	State, Kanabec County Transit	7.375
550075780	State, Kanabec County Transit	7.375
550079500	State, Pine	7.375
550079999	State, Pine	7.375
550080001	State, Isanti County, Cambridge	7.875
550081142	State, Isanti County, Cambridge	7.875
550081143	State, Isanti County	7.375
550081145	State, Isanti County	7.375
550081150	State, Isanti County, Cambridge	7.875
550081158	State, Isanti County, Cambridge	7.875
550081159	State, Isanti County	7.375
550081160	State, Isanti County, Cambridge	7.875
550081234	State, Isanti County, Cambridge	7.875
550081235	State, Isanti County	7.375
550081237	State, Isanti County	7.375
550081238	State, Isanti County, Cambridge	7.875
550081287	State, Isanti County, Cambridge	7.875
550081288	State, Isanti County	7.375
550081289	State, Isanti County, Cambridge	7.875
550081322	State, Isanti County, Cambridge	7.875
550081323	State, Isanti County	7.375
550081335	State, Isanti County, Cambridge	7.875
550081376	State, Isanti County, Cambridge	7.875
550081377	State, Isanti County	7.375
550081389	State, Isanti County	7.375
550081392	State, Isanti County, Cambridge	7.875
550082012	State, Isanti County, Cambridge	7.875
550082013	State, Isanti County	7.375
550082014	State, Isanti County, Cambridge	7.875
550082015	State, Isanti County	7.375
550082016	State, Isanti County, Cambridge	7.875
550082225	State, Isanti County, Cambridge	7.875
550082226	State, Isanti County	7.375
550082227	State, Isanti County, Cambridge	7.875
550082228	State, Isanti County, Cambridge	7.875
550082229	State, Isanti County	7.375
550082230	State, Isanti County, Cambridge	7.875
550082244	State, Isanti County, Cambridge	7.875
550082245	State, Isanti County	7.375
550082246	State, Isanti County, Cambridge	7.875
550082636	State, Isanti County, Cambridge	7.875
550082637	State, Isanti County	7.375
550082638	State, Isanti County, Cambridge	7.875
550082652	State, Isanti County, Cambridge	7.875
550082653	State, Isanti County	7.375
550082656	State, Isanti County, Cambridge	7.875
550082701	State, Isanti County, Cambridge	7.875
550082702	State, Isanti County	7.375
550082703	State, Isanti County	7.375
550082704	State, Isanti County, Cambridge	7.875
550082707	State, Isanti County, Cambridge	7.875
550082800	State, Isanti County	7.375
550082813	State, Isanti County	7.375
550082814	State, Isanti County, Cambridge	7.875
550082815	State, Isanti County, Cambridge	7.875
550082816	State, Isanti County	7.375
550082817	State, Isanti County, Cambridge	7.875
550083000	State, Isanti County	7.375
550083300	State, Isanti County, Cambridge	7.875
550083301	State, Isanti County, Cambridge	7.875
550083500	State, Isanti County	7.375
550083509	State, Isanti County	7.375
550083510	State, Isanti County, Cambridge	7.875
550083511	State, Isanti County	7.375
550083703	State, Isanti County	7.375
550083705	State, Isanti County, Cambridge	7.875
550083709	State, Isanti County, Cambridge	7.875
550083710	State, Isanti County	7.375
550083711	State, Isanti County	7.375
550083712	State, Isanti County, Cambridge	7.875
550083714	State, Isanti County, Cambridge	7.875
550083715	State, Isanti County	7.375
550083716	State, Isanti County, Cambridge	7.875
550083752	State, Isanti County, Cambridge	7.875
550083753	State, Isanti County	7.375
550083754	State, Isanti County, Cambridge	7.875
550083766	State, Isanti County, Cambridge	7.875
550083767	State, Isanti County	7.375
550083768	State, Isanti County	7.375
550083769	State, Isanti County, Cambridge	7.875
550083800	State, Isanti County, Cambridge	7.875
550083801	State, Isanti County	7.375
550083802	State, Isanti County	7.375
550083803	State, Isanti County, Cambridge	7.875
550083804	State, Isanti County	7.375
550083805	State, Isanti County, Cambridge	7.875
550083806	State, Isanti County	7.375
550083807	State, Isanti County	7.375
550083808	State, Isanti County, Cambridge	7.875
550083813	State, Isanti County, Cambridge	7.875
550083814	State, Isanti County	7.375
550083815	State, Isanti County	7.375
550083816	State, Isanti County, Cambridge	7.875
550083817	State, Isanti County	7.375
550083818	State, Isanti County, Cambridge	7.875
550083821	State, Isanti County, Cambridge	7.875
550083822	State, Isanti County	7.375
550083823	State, Isanti County, Cambridge	7.875
550083824	State, Isanti County, Cambridge	7.875
550083900	State, Isanti County	7.375
550083917	State, Isanti County	7.375
550084000	State, Chisago	7.375
550084003	State, Chisago	7.375
550084100	State, Isanti County	7.375
550084103	State, Isanti County	7.375
550084104	State, Isanti County, Cambridge	7.875
550084105	State, Chisago	7.375
550084106	State, Isanti County	7.375
550084115	State, Isanti County	7.375
550084116	State, Isanti County, Cambridge	7.875
550084117	State, Isanti County, Cambridge	7.875
550084118	State, Isanti County	7.375
550084119	State, Isanti County, Cambridge	7.875
550084120	State, Isanti County	7.375
550084121	State, Isanti County	7.375
550084122	State, Isanti County, Cambridge	7.875
550084123	State, Isanti County	7.375
550084124	State, Isanti County	7.375
550084125	State, Isanti County, Cambridge	7.875
550084126	State, Isanti County	7.375
550084128	State, Isanti County	7.375
550084129	State, Isanti County, Cambridge	7.875
550084130	State, Isanti County	7.375
550084131	State, Isanti County	7.375
550084132	State, Isanti County, Cambridge	7.875
550084133	State, Isanti County	7.375
550084134	State, Isanti County, Cambridge	7.875
550084135	State, Isanti County	7.375
550084136	State, Isanti County	7.375
550084137	State, Isanti County, Cambridge	7.875
550084138	State, Isanti County	7.375
550084139	State, Isanti County, Cambridge	7.875
550084140	State, Isanti County	7.375
550084141	State, Chisago	7.375
550084148	State, Chisago	7.375
550084149	State, Isanti County, Cambridge	7.875
550084151	State, Isanti County, Cambridge	7.875
550084152	State, Isanti County	7.375
550084154	State, Isanti County	7.375
550084155	State, Isanti County, Cambridge	7.875
550084156	State, Isanti County, Cambridge	7.875
550084157	State, Isanti County	7.375
550084158	State, Isanti County, Cambridge	7.875
550084166	State, Isanti County, Cambridge	7.875
550084301	State, Isanti County	7.375
550084302	State, Isanti County, Cambridge	7.875
550084400	State, Isanti County, Cambridge	7.875
550084401	State, Isanti County	7.375
550084402	State, Isanti County	7.375
550084403	State, Isanti County, Cambridge	7.875
550084404	State, Isanti County	7.375
550084405	State, Isanti County, Cambridge	7.875
550084406	State, Isanti County	7.375
550084407	State, Isanti County, Cambridge	7.875
550084408	State, Isanti County	7.375
550084409	State, Isanti County, Cambridge	7.875
550084427	State, Isanti County, Cambridge	7.875
550084428	State, Isanti County	7.375
550084429	State, Isanti County, Cambridge	7.875
550084500	State, Isanti County	7.375
550084501	State, Isanti County, Cambridge	7.875
550084502	State, Isanti County	7.375
550084504	State, Isanti County	7.375
550084505	State, Isanti County, Cambridge	7.875
550084628	State, Isanti County, Cambridge	7.875
550084629	State, Isanti County	7.375
550084630	State, Isanti County, Cambridge	7.875
550084635	State, Isanti County, Cambridge	7.875
550085000	State, Isanti County	7.375
550085033	State, Isanti County	7.375
550085034	State, Isanti County, Cambridge	7.875
550085035	State, Isanti County, Cambridge	7.875
550085036	State, Isanti County	7.375
550085703	State, Isanti County	7.375
550085704	State, Isanti County, Cambridge	7.875
550085705	State, Isanti County	7.375
550085706	State, Isanti County, Cambridge	7.875
550085707	State, Isanti County	7.375
550085719	State, Isanti County	7.375
550085720	State, Isanti County, Cambridge	7.875
550085800	State, Isanti County	7.375
550085813	State, Isanti County	7.375
550085814	State, Isanti County, Cambridge	7.875
550085815	State, Isanti County	7.375
550085817	State, Isanti County	7.375
550085818	State, Isanti County, Cambridge	7.875
550085819	State, Isanti County, Cambridge	7.875
550085820	State, Isanti County	7.375
550085821	State, Isanti County, Cambridge	7.875
550085824	State, Isanti County, Cambridge	7.875
550085825	State, Isanti County	7.375
550085826	State, Isanti County, Cambridge	7.875
550085839	State, Isanti County, Cambridge	7.875
550085900	State, Isanti County	7.375
550086012	State, Isanti County	7.375
550086013	State, Isanti County, Cambridge	7.875
550086014	State, Isanti County, Cambridge	7.875
550086016	State, Isanti County	7.375
550086017	State, Isanti County, Cambridge	7.875
550086019	State, Isanti County, Cambridge	7.875
550086020	State, Isanti County	7.375
550086021	State, Isanti County	7.375
550086022	State, Isanti County, Cambridge	7.875
550086300	State, Isanti County	7.375
550086323	State, Isanti County	7.375
550086324	State, Isanti County, Cambridge	7.875
550086500	State, Isanti County	7.375
550086738	State, Isanti County	7.375
550086739	State, Isanti County, Cambridge	7.875
550086740	State, Isanti County	7.375
550086746	State, Isanti County	7.375
550086747	State, Isanti County, Cambridge	7.875
550086748	State, Isanti County	7.375
550086789	State, Isanti County	7.375
550086790	State, Isanti County, Cambridge	7.875
550086792	State, Isanti County, Cambridge	7.875
550086793	State, Isanti County	7.375
550086869	State, Isanti County	7.375
550086873	State, Isanti County, Cambridge	7.875
550086874	State, Isanti County	7.375
550086886	State, Isanti County	7.375
550086887	State, Isanti County, Cambridge	7.875
550086890	State, Isanti County, Cambridge	7.875
550086891	State, Isanti County	7.375
550086894	State, Isanti County	7.375
550086895	State, Isanti County, Cambridge	7.875
550086896	State, Isanti County	7.375
550086898	State, Isanti County	7.375
550086899	State, Isanti County, Cambridge	7.875
550086900	State, Isanti County	7.375
550086988	State, Isanti County	7.375
550086989	State, Isanti County, Cambridge	7.875
550086990	State, Isanti County	7.375
550086998	State, Isanti County	7.375
550086999	State, Isanti County, Cambridge	7.875
550087000	State, Isanti County	7.375
550087073	State, Isanti County	7.375
550087100	State, Isanti County, Cambridge	7.875
550087141	State, Isanti County, Cambridge	7.875
550087200	State, Isanti County	7.375
550087737	State, Isanti County	7.375
550087738	State, Isanti County, Cambridge	7.875
550087739	State, Isanti County	7.375
550087762	State, Isanti County	7.375
550087763	State, Isanti County, Cambridge	7.875
550087764	State, Isanti County	7.375
550087791	State, Isanti County	7.375
550087792	State, Isanti County, Cambridge	7.875
550087796	State, Isanti County, Cambridge	7.875
550087797	State, Isanti County	7.375
550087844	State, Isanti County	7.375
550087845	State, Isanti County, Cambridge	7.875
550087846	State, Isanti County, Cambridge	7.875
550087847	State, Isanti County	7.375
550087888	State, Isanti County	7.375
550087889	State, Isanti County, Cambridge	7.875
550087890	State, Isanti County	7.375
550087900	State, Isanti County	7.375
550087901	State, Chisago	7.375
550087902	State, Isanti County	7.375
550087941	State, Isanti County	7.375
550087942	State, Chisago	7.375
550087948	State, Chisago	7.375
550087949	State, Isanti County	7.375
550087956	State, Isanti County	7.375
550087957	State, Chisago	7.375
550087960	State, Chisago	7.375
550087961	State, Isanti County	7.375
550087962	State, Chisago	7.375
550087963	State, Isanti County	7.375
550087964	State, Isanti County	7.375
550087965	State, Isanti County, Cambridge	7.875
550087966	State, Isanti County	7.375
550087969	State, Isanti County	7.375
550087970	State, Chisago	7.375
550087971	State, Isanti County	7.375
550087982	State, Isanti County	7.375
550087983	State, Isanti County, Cambridge	7.875
550088000	State, Isanti County	7.375
550088058	State, Isanti County	7.375
550088059	State, Isanti County, Cambridge	7.875
550088063	State, Isanti County, Cambridge	7.875
550088064	State, Isanti County	7.375
550088065	State, Isanti County, Cambridge	7.875
550088067	State, Isanti County, Cambridge	7.875
550088068	State, Isanti County	7.375
550088069	State, Isanti County, Cambridge	7.875
550088073	State, Isanti County, Cambridge	7.875
550088074	State, Isanti County	7.375
550088075	State, Isanti County, Cambridge	7.875
550088076	State, Isanti County	7.375
550088245	State, Isanti County	7.375
550088801	State, Isanti County, Cambridge	7.875
550089018	State, Isanti County, Cambridge	7.875
550089100	State, Isanti County	7.375
550089101	State, Isanti County, Cambridge	7.875
550089102	State, Isanti County	7.375
550089108	State, Isanti County	7.375
550089153	State, Isanti County, Cambridge	7.875
550089154	State, Isanti County	7.375
550089158	State, Isanti County	7.375
550089159	State, Isanti County, Cambridge	7.875
550089160	State, Isanti County	7.375
550089261	State, Isanti County	7.375
550089300	State, Isanti County, Cambridge	7.875
550089403	State, Isanti County, Cambridge	7.875
550089438	State, Isanti County	7.375
550089478	State, Isanti County	7.375
550089482	State, Isanti County, Cambridge	7.875
550089483	State, Isanti County, Cambridge	7.875
550089488	State, Isanti County	7.375
550089918	State, Isanti County, Cambridge	7.875
550089999	State, Isanti County, Cambridge	7.875
550090001	State, Goodhue	7.375
550091547	State, Goodhue	7.375
550091548	State, Dakota Transit	7.125
550091549	State, Goodhue	7.375
550093201	State, Goodhue	7.375
550093202	State, Dakota Transit	7.125
550093203	State, Goodhue	7.375
550093403	State, Goodhue	7.375
550093404	State, Dakota Transit	7.125
550093405	State, Dakota Transit	7.125
550093500	State, Goodhue	7.375
550094056	State, Goodhue	7.375
550094057	State, Dakota Transit	7.125
550094058	State, Goodhue	7.375
550094075	State, Goodhue	7.375
550094076	State, Dakota Transit	7.125
550094077	State, Goodhue	7.375
550094124	State, Goodhue	7.375
550094125	State, Dakota Transit	7.125
550094126	State, Goodhue	7.375
550094168	State, Goodhue	7.375
550094169	State, Dakota Transit	7.125
550094170	State, Goodhue	7.375
550096001	State, Goodhue	7.375
550096002	State, Dakota Transit	7.125
550096100	State, Dakota Transit	7.125
550096101	State, Goodhue	7.375
550096102	State, Dakota Transit	7.125
550096200	State, Goodhue	7.375
550097600	State, Goodhue	7.375
550098100	State, Dakota Transit	7.125
550099122	State, Dakota Transit	7.125
550099123	State, Goodhue	7.375
550099124	State, Dakota Transit	7.125
550099125	State, Dakota Transit	7.125
550099126	State, Goodhue	7.375
550099127	State, Dakota Transit	7.125
550099164	State, Dakota Transit	7.125
550099165	State, Goodhue	7.375
550099166	State, Dakota Transit	7.125
550099172	State, Dakota Transit	7.125
550099173	State, Goodhue	7.375
550099174	State, Dakota Transit	7.125
550099175	State, Dakota Transit	7.125
550099176	State, Goodhue	7.375
550099200	State, Dakota Transit	7.125
550099237	State, Dakota Transit	7.125
550099238	State, Goodhue	7.375
550099253	State, Dakota Transit	7.125
550099261	State, Dakota Transit	7.125
550099262	State, Goodhue	7.375
550099263	State, Goodhue	7.375
550099264	State, Dakota Transit	7.125
550099439	State, Dakota Transit	7.125
550099600	State, Goodhue	7.375
550099999	State, Goodhue	7.375
550100421	State, Dakota Transit	7.125
550109999	State, Dakota Transit	7.125
550110001	State, Anoka Transit	7.125
550119999	State, Anoka Transit	7.125
550120011	State, Chisago	7.375
550139746	State, Chisago	7.375
550139747	State, Washington Transit	7.375
550139748	State, Chisago	7.375
550139999	State, Chisago	7.375
550140001	State, Anoka Transit	7.125
550149999	State, Anoka Transit	7.125
550160001	State, Washington Transit	7.375
550169999	State, Washington Transit	7.375
550170020	State, Isanti County	7.375
550179999	State, Isanti County	7.375
550180001	State, Goodhue	7.375
550183301	State, Goodhue	7.375
550184000	State, Rice	7.375
550184102	State, Rice	7.375
550184103	State, Goodhue	7.375
550184104	State, Rice	7.375
550184108	State, Rice	7.375
550184109	State, Goodhue	7.375
550184112	State, Goodhue	7.375
550184113	State, Rice	7.375
550184209	State, Rice	7.375
550184300	State, Goodhue	7.375
550184400	State, Rice	7.375
550184702	State, Rice	7.375
550185400	State, Goodhue	7.375
550187750	State, Goodhue	7.375
550189500	State, Dakota Transit	7.125
550189998	State, Goodhue	7.375
550189999	State, Goodhue	7.375
550190001	State, Rice	7.375
550199999	State, Rice	7.375
550200001	State, Scott	7.375
550209401	State, Scott	7.375
550209402	State, Rice	7.375
550209403	State, Rice	7.375
550209404	State, Scott	7.375
550209406	State, Scott	7.375
550209407	State, Rice	7.375
550209408	State, Scott	7.375
550209426	State, Scott	7.375
550209427	State, Rice	7.375
550209428	State, Scott	7.375
550209999	State, Scott	7.375
550210001	State, Rice	7.375
550218484	State, Rice	7.375
550218485	State, Steele	7.375
550218486	State, Steele	7.375
550218487	State, Rice	7.375
550218488	State, Steele	7.375
550218489	State, Steele	7.375
550218491	State, Rice	7.375
550219999	State, Rice	7.375
550240001	State, Dakota Transit	7.125
550249999	State, Dakota Transit	7.125
550250001	State, Washington Transit	7.375
550250008	State, Washington Transit	7.375
550250009	State, Anoka Transit	7.125
550250010	State, Washington Transit	7.375
550252128	State, Washington Transit	7.375
550252200	State, Chisago	7.375
550252208	State, Chisago	7.375
550252209	State, Washington Transit	7.375
550252213	State, Washington Transit	7.375
550252300	State, Chisago	7.375
550252301	State, Chisago	7.375
550252500	State, Washington Transit	7.375
550252699	State, Washington Transit	7.375
550252700	State, Anoka Transit	7.125
550252701	State, Anoka Transit	7.125
550252702	State, Washington Transit	7.375
550252714	State, Washington Transit	7.375
550252715	State, Chisago	7.375
550252716	State, Chisago	7.375
550252717	State, Washington Transit	7.375
550252731	State, Washington Transit	7.375
550252732	State, Anoka Transit	7.125
550252733	State, Washington Transit	7.375
550252737	State, Washington Transit	7.375
550252738	State, Anoka Transit	7.125
550252739	State, Washington Transit	7.375
550252766	State, Washington Transit	7.375
550252767	State, Anoka Transit	7.125
550252768	State, Washington Transit	7.375
550252770	State, Washington Transit	7.375
550252771	State, Chisago	7.375
550252772	State, Anoka Transit	7.125
550252774	State, Anoka Transit	7.125
550252775	State, Washington Transit	7.375
550252804	State, Washington Transit	7.375
550252805	State, Anoka Transit	7.125
550252810	State, Anoka Transit	7.125
550252811	State, Washington Transit	7.375
550252821	State, Washington Transit	7.375
550252822	State, Anoka Transit	7.125
550252823	State, Washington Transit	7.375
550252824	State, Washington Transit	7.375
550252825	State, Anoka Transit	7.125
550252826	State, Washington Transit	7.375
550252903	State, Washington Transit	7.375
550252904	State, Anoka Transit	7.125
550252905	State, Anoka Transit	7.125
550252906	State, Washington Transit	7.375
550252907	State, Anoka Transit	7.125
550252912	State, Anoka Transit	7.125
550252913	State, Chisago	7.375
550252914	State, Chisago	7.375
550252915	State, Washington Transit	7.375
550254004	State, Washington Transit	7.375
550254005	State, Chisago	7.375
550254007	State, Chisago	7.375
550254100	State, Anoka Transit	7.125
550254400	State, Washington Transit	7.375
550254502	State, Washington Transit	7.375
550254503	State, Chisago	7.375
550254505	State, Washington Transit	7.375
550254506	State, Chisago	7.375
550254512	State, Chisago	7.375
550254513	State, Anoka Transit	7.125
550254514	State, Washington Transit	7.375
550254515	State, Chisago	7.375
550254516	State, Chisago	7.375
550254900	State, Washington Transit	7.375
550255510	State, Washington Transit	7.375
550255600	State, Chisago	7.375
550255637	State, Chisago	7.375
550256500	State, Washington Transit	7.375
550256504	State, Washington Transit	7.375
550256505	State, Chisago	7.375
550256506	State, Chisago	7.375
550256800	State, Washington Transit	7.375
550257122	State, Washington Transit	7.375
550257200	State, Chisago	7.375
550257224	State, Chisago	7.375
550257225	State, Washington Transit	7.375
550257226	State, Chisago	7.375
550257228	State, Chisago	7.375
550257229	State, Washington Transit	7.375
550257230	State, Chisago	7.375
550257235	State, Chisago	7.375
550257236	State, Washington Transit	7.375
550257240	State, Washington Transit	7.375
550257241	State, Chisago	7.375
550257242	State, Washington Transit	7.375
550257907	State, Washington Transit	7.375
550257908	State, Anoka Transit	7.125
550258000	State, Washington Transit	7.375
550258106	State, Washington Transit	7.375
550258107	State, Anoka Transit	7.125
550258108	State, Washington Transit	7.375
550258115	State, Washington Transit	7.375
550258116	State, Anoka Transit	7.125
550258117	State, Washington Transit	7.375
550258118	State, Anoka Transit	7.125
550258119	State, Washington Transit	7.375
550258120	State, Anoka Transit	7.125
550258121	State, Washington Transit	7.375
550258127	State, Washington Transit	7.375
550258128	State, Anoka Transit	7.125
550258129	State, Washington Transit	7.375
550258167	State, Washington Transit	7.375
550258168	State, Anoka Transit	7.125
550258173	State, Anoka Transit	7.125
550258174	State, Washington Transit	7.375
550258201	State, Washington Transit	7.375
550258202	State, Chisago	7.375
550258203	State, Washington Transit	7.375
550258205	State, Washington Transit	7.375
550258206	State, Chisago	7.375
550258207	State, Washington Transit	7.375
550258208	State, Chisago	7.375
550258209	State, Washington Transit	7.375
550258214	State, Washington Transit	7.375
550258215	State, Chisago	7.375
550258216	State, Washington Transit	7.375
550258217	State, Chisago	7.375
550258219	State, Chisago	7.375
550258222	State, Washington Transit	7.375
550258229	State, Washington Transit	7.375
550258230	State, Anoka Transit	7.125
550258232	State, Anoka Transit	7.125
550258233	State, Washington Transit	7.375
550258236	State, Washington Transit	7.375
550258237	State, Chisago	7.375
550258238	State, Washington Transit	7.375
550258240	State, Chisago	7.375
550258245	State, Washington Transit	7.375
550258246	State, Chisago	7.375
550258248	State, Washington Transit	7.375
550258255	State, Washington Transit	7.375
550258258	State, Chisago	7.375
550258259	State, Washington Transit	7.375
550258260	State, Washington Transit	7.375
550258262	State, Chisago	7.375
550258263	State, Chisago	7.375
550258266	State, Washington Transit	7.375
550258267	State, Washington Transit	7.375
550258268	State, Chisago	7.375
550258270	State, Washington Transit	7.375
550258279	State, Washington Transit	7.375
550258285	State, Chisago	7.375
550258289	State, Washington Transit	7.375
550258290	State, Chisago	7.375
550258294	State, Chisago	7.375
550258295	State, Washington Transit	7.375
550258296	State, Chisago	7.375
550258299	State, Chisago	7.375
550258300	State, Washington Transit	7.375
550258311	State, Washington Transit	7.375
550258312	State, Anoka Transit	7.125
550258333	State, Anoka Transit	7.125
550258334	State, Washington Transit	7.375
550258340	State, Washington Transit	7.375
550258341	State, Chisago	7.375
550258342	State, Washington Transit	7.375
550258350	State, Washington Transit	7.375
550258351	State, Anoka Transit	7.125
550258352	State, Washington Transit	7.375
550258354	State, Washington Transit	7.375
550258355	State, Anoka Transit	7.125
550258356	State, Anoka Transit	7.125
550258357	State, Washington Transit	7.375
550258358	State, Washington Transit	7.375
550258359	State, Chisago	7.375
550258381	State, Chisago	7.375
550258382	State, Anoka Transit	7.125
550258383	State, Chisago	7.375
550258395	State, Chisago	7.375
550258396	State, Anoka Transit	7.125
550258397	State, Anoka Transit	7.125
550258398	State, Washington Transit	7.375
550258399	State, Washington Transit	7.375
550258400	State, Anoka Transit	7.125
550258469	State, Anoka Transit	7.125
550258470	State, Washington Transit	7.375
550258471	State, Anoka Transit	7.125
550258485	State, Anoka Transit	7.125
550258486	State, Washington Transit	7.375
550258487	State, Anoka Transit	7.125
550258494	State, Anoka Transit	7.125
550258495	State, Washington Transit	7.375
550258496	State, Anoka Transit	7.125
550258499	State, Anoka Transit	7.125
550258500	State, Washington Transit	7.375
550258515	State, Washington Transit	7.375
550258516	State, Anoka Transit	7.125
550258517	State, Washington Transit	7.375
550258553	State, Washington Transit	7.375
550258554	State	6.875
550258555	State, Washington Transit	7.375
550258558	State, Washington Transit	7.375
550258559	State, Anoka Transit	7.125
550258560	State, Washington Transit	7.375
550258561	State, Anoka Transit	7.125
550258562	State, Washington Transit	7.375
550258569	State, Washington Transit	7.375
550258570	State, Anoka Transit	7.125
550258571	State, Anoka Transit	7.125
550258572	State	6.875
550258573	State, Washington Transit	7.375
550258574	State, Washington Transit	7.375
550258575	State, Anoka Transit	7.125
550258576	State, Washington Transit	7.375
550258593	State, Washington Transit	7.375
550258594	State, Anoka Transit	7.125
550258595	State, Anoka Transit	7.125
550258596	State, Washington Transit	7.375
550258599	State, Washington Transit	7.375
550258600	State, Anoka Transit	7.125
550258609	State, Anoka Transit	7.125
550258610	State, Chisago	7.375
550258611	State, Washington Transit	7.375
550258614	State, Washington Transit	7.375
550258615	State, Chisago	7.375
550258616	State, Chisago	7.375
550258617	State, Anoka Transit	7.125
550258619	State, Anoka Transit	7.125
550258620	State, Washington Transit	7.375
550258621	State, Anoka Transit	7.125
550258622	State, Anoka Transit	7.125
550258700	State, Washington Transit	7.375
550258713	State, Washington Transit	7.375
550258714	State, Chisago	7.375
550258716	State, Washington Transit	7.375
550258725	State, Washington Transit	7.375
550258727	State, Chisago	7.375
550258728	State, Washington Transit	7.375
550258754	State, Washington Transit	7.375
550258758	State, Chisago	7.375
550258799	State, Chisago	7.375
550258800	State, Anoka Transit	7.125
550258839	State, Anoka Transit	7.125
550258840	State, Washington Transit	7.375
550258841	State, Anoka Transit	7.125
550258878	State, Anoka Transit	7.125
550258879	State, Washington Transit	7.375
550258880	State, Washington Transit	7.375
550258881	State, Anoka Transit	7.125
550258887	State, Anoka Transit	7.125
550258888	State, Washington Transit	7.375
550258889	State, Chisago	7.375
550258890	State, Anoka Transit	7.125
550258899	State, Anoka Transit	7.125
550258900	State, Washington Transit	7.375
550258994	State, Washington Transit	7.375
550258995	State, Chisago	7.375
550258996	State, Anoka Transit	7.125
550258998	State, Anoka Transit	7.125
550259000	State, Chisago	7.375
550259001	State, Washington Transit	7.375
550259002	State, Chisago	7.375
550259003	State, Washington Transit	7.375
550259005	State, Chisago	7.375
